OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,ResultCommentText,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99201997,Sample-Routine,Water,Surface Water,8/19/92,11:00:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,RR ROE = 86,Falling stage,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,230,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99404091,Sample-Routine,Water,Surface Water,9/20/94,14:30:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, normal stage",Routine sample,8010,USGS parameter code 82398,Other,,,Other,,Fecal Coliform,24,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99301403,Sample-Routine,Water,Surface Water,7/21/93,8:30:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,SPC DUP'ED,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),,,Other,,Fecal Coliform,240,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99301228,Sample-Routine,Water,Surface Water,6/15/93,14:00:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Falling stage,Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,Fecal Coliform,250,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98600016,Sample-Routine,Water,Surface Water,10/23/85,16:45:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084164,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,270,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300057,Sample-Routine,Water,Surface Water,7/5/83,16:15:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Rising stage,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,30000,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99500118,Sample-Routine,Water,Surface Water,12/14/94,8:30:00,EST,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),,,Weighted-bottle sampler,,Fecal Coliform,31,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400076,Sample-Routine,Water,Surface Water,1/11/84,12:50:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Rising stage,Flood,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,31000,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99300981,Sample-Routine,Water,Surface Water,5/10/93,12:15:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02083833,ANION RERUN VALUES DUP'ED,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,Fecal Coliform,32,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300033,Sample-Routine,Water,Surface Water,2/22/83,14:45:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084148,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,32,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97900133,Sample-Routine,Water,Surface Water,11/29/78,16:00:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084148,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,32,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98700269,Sample-Routine,Water,Surface Water,1/23/87,13:45:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Peak stage,Flood,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,3300,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99201971,Sample-Routine,Water,Surface Water,8/10/92,11:00:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,3400,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100058,Sample-Routine,Water,Surface Water,5/12/81,12:45:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084148,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,370,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97800227,Sample-Routine,Water,Surface Water,4/26/78,21:00:00,EST,,,USGS-02084164,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,3700,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99400139,Sample-Routine,Water,Surface Water,11/17/93,15:30:00,EST,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Peak stage,Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,Fecal Coliform,38,cfu/100ml,Historical,Estimated,,31625,MF003,USGS,"Fecal coliform, MF, immediate",,"USGS TWRI 5-A4/1989, p 37",counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200080,Sample-Routine,Water,Surface Water,8/23/82,13:30:00,EDT,,"USGS-Atlanta Central Laboratory, GA",USGS-02084160,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,390,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500067,Sample-Routine,Water,Surface Water,7/15/85,11:45:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084164,,Falling stage,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,40,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500061,Sample-Routine,Water,Surface Water,11/14/84,12:45:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084164,,"Stable, low stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,40,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200074,Sample-Routine,Water,Surface Water,1/5/82,13:45:00,EST,,"USGS-Atlanta Central Laboratory, GA",USGS-02084160,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,410,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97800166,Sample-Routine,Water,Surface Water,11/8/77,19:30:00,EST,,,USGS-02084148,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,42,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99400022,Sample-Routine,Water,Surface Water,10/19/93,9:45:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02083833,,"Stable, low stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,,,Other,,Fecal Coliform,43,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200083,Sample-Routine,Water,Surface Water,1/5/82,14:15:00,EST,,"USGS-Atlanta Central Laboratory, GA",USGS-02084164,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,450,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99300635,Sample-Routine,Water,Surface Water,3/4/93,12:30:00,EST,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02083833,,Rising stage,Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),,,US D-77 TM,,Fecal Coliform,450,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200054,Sample-Routine,Water,Surface Water,6/1/82,14:30:00,EDT,,"USGS-Atlanta Central Laboratory, GA",USGS-02084148,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,48,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99201929,Sample-Routine,Water,Surface Water,6/24/92,13:00:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,490,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100097,Sample-Routine,Water,Surface Water,6/7/81,13:00:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,4900,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400087,Sample-Routine,Water,Surface Water,11/14/83,11:30:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084164,,"Stable, low stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,50,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99301009,Sample-Routine,Water,Surface Water,5/18/93,13:30:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,Fecal Coliform,530,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99201924,Sample-Routine,Water,Surface Water,6/10/92,14:50:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,5400,cfu/100ml,Historical,Actual,,31625,MF003,USGS,"Fecal coliform, MF, immediate",,"USGS TWRI 5-A4/1989, p 37",,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500042,Sample-Routine,Water,Surface Water,4/12/85,10:25:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084158,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,58,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99201956,Sample-Routine,Water,Surface Water,8/3/92,11:30:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Falling stage,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,5800,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400056,Sample-Routine,Water,Surface Water,1/11/84,11:20:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084158,,Falling stage,Flood,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,6000,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300054,Sample-Routine,Water,Surface Water,3/1/83,13:30:00,EST,,"USGS-Atlanta Central Laboratory, GA",USGS-02084160,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,6100,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99401428,Sample-Routine,Water,Surface Water,4/13/94,14:30:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Rising stage,Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),,,US DH-81 with Teflon cap and nozzle,,Fecal Coliform,630,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100054,Sample-Routine,Water,Surface Water,11/18/80,8:45:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084148,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,64,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400045,Sample-Routine,Water,Surface Water,5/21/84,13:30:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084148,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,64,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500053,Sample-Routine,Water,Surface Water,3/26/85,12:30:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Falling stage,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,68,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100081,Sample-Routine,Water,Surface Water,11/17/80,14:40:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,72,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500044,Sample-Routine,Water,Surface Water,7/15/85,12:20:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084158,,Falling stage,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,72,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000099,Sample-Routine,Water,Surface Water,1/2/80,13:30:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084164,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,76,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200085,Sample-Routine,Water,Surface Water,4/20/82,14:30:00,EST,,"USGS-Atlanta Central Laboratory, GA",USGS-02084164,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,80,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99201923,Sample-Routine,Water,Surface Water,6/8/92,11:45:00,EDT,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-02084160,RR PO4-D P-D -- VALUES DUP'ED,"Stable, normal stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,80,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200050,Sample-Routine,Water,Surface Water,1/4/82,14:50:00,EST,,"USGS-Atlanta Central Laboratory, GA",USGS-02084148,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,820,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300041,Sample-Routine,Water,Surface Water,12/21/82,14:00:00,EST,,"USGS-Atlanta Central Laboratory, GA",USGS-02084158,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,84,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300058,Sample-Routine,Water,Surface Water,8/15/83,12:55:00,EDT,,U.S. Geological Survey-Water Resources Discipline,USGS-02084160,,"Stable, low stage",Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,84,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97800210,Sample-Routine,Water,Surface Water,4/27/78,0:40:00,EST,,,USGS-02084160,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,8600,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300066,Sample-Routine,Water,Surface Water,3/1/83,11:10:00,EST,,"USGS-Atlanta Central Laboratory, GA",USGS-02084164,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,900,cfu/100ml,Historical,Estimated,,31625,,,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98100070,Sample-Routine,Water,Surface Water,1/13/81,10:40:00,EST,,U.S. Geological Survey-Water Resources Discipline,USGS-02084158,,Not determined,Routine sample,USGS,USGS,USGS,,,Unknown,,Fecal Coliform,900,cfu/100ml,Historical,Actual,,31625,,,,,,,,,,NWIS
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2008-001501670,Sample-Routine,Water,,2/25/08,11:47:00,EST,NCAMBNT,,21NC03WQ-O6205000,,,,Grab,21NC03WQ,Grab,,,Water Sampler (Other),,Fecal Coliform,51,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2008-001515744,Sample-Routine,Water,,4/24/08,9:43:00,EDT,NCAMBNT,,21NC03WQ-O6450000,,,,Grab,21NC03WQ,Grab,,,Water Sampler (Other),,Fecal Coliform,180,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001655083,Sample-Routine,Water,,9/28/09,11:22:00,EDT,NCAMBNT,,21NC03WQ-O6200000,,,,Grab,21NC03WQ,Grab,,,Water Sampler (Other),,Fecal Coliform,60,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001653303,Sample-Routine,Water,,9/28/09,11:20:00,EDT,NCAMBNT,,21NC03WQ-J7810000,,,,Grab,21NC03WQ,Grab,,,Water Sampler (Other),,Fecal Coliform,1500,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2010-001684430,Sample-Routine,Water,,1/20/10,11:53:00,EST,NCAMBNT,,21NC03WQ-O6205000,,,,Grab,21NC03WQ,Grab,,,Water Sampler (Other),,Fecal Coliform,28,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001977570,Sample-Routine,Water,,8/21/12,12:07:00,EDT,NCAMBNT,NCAMBNT,21NC03WQ-O6205000,,,,Grab,21NC03WQ,Grab,,,Water Sampler (Other),,Fecal Coliform,100,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-TPBA2008-000499834,Sample-Routine,Water,,2/25/08,11:57:00,EST,TPBA,,21NCMONITORING-O6798000,,,,GRAB,21NCCoalitions,GRAB,,,Water Sampler (Other),,Fecal Coliform,30,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000209144,Sample-Routine,Water,,7/14/03,16:25:00,EDT,LNBA,LNBA,21NCMONITORING-J7740000,"Too many colonies were present; too numerous to count (TNTC), the numeric value represents the maximum number of counts typically accepted on a filter membrane (60 for fecal and 80 for total), multiplied by 100 and then divided by the smallest filtration volume analyzed.  This number is reported as a greater than value.",,,GRAB,21NCCoalitions,GRAB,,,Water Sampler (Other),,Fecal Coliform,6000,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000220789,Sample-Routine,Water,,4/25/03,13:00:00,EDT,LNBA,LNBA,21NCMONITORING-J7740000,,,,GRAB,21NCCoalitions,GRAB,,,Water Sampler (Other),,Fecal Coliform,51,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000428882,Sample-Routine,Water,,3/12/98,12:40:00,EST,LNBA,LNBA,21NCMONITORING-J7690000,,,,GRAB,21NCMonitoring,GRAB,,,Water Sampler (Other),,Fecal Coliform,310,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000449242,Sample-Routine,Water,,10/18/96,12:30:00,EDT,LNBA,LNBA,21NCMONITORING-J7690000,,,,GRAB,21NCMonitoring,GRAB,,,Water Sampler (Other),,Fecal Coliform,69,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1997-000436301,Sample-Routine,Water,,9/9/97,16:50:00,EDT,LNBA,LNBA,21NCMONITORING-J7690000,,,,GRAB,21NCMonitoring,GRAB,,,Water Sampler (Other),,Fecal Coliform,176,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000455977,Sample-Routine,Water,,4/9/96,13:40:00,EDT,LNBA,LNBA,21NCMONITORING-J7740000,,,,GRAB,21NCMonitoring,GRAB,,,Water Sampler (Other),,Fecal Coliform,94,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000076575,Sample-Routine,Water,,5/29/06,10:05:00,EDT,LNBA,LNBA,21NCMONITORING-J7690000,,,,GRAB,21NCMonitoring,GRAB,,,Water Sampler (Other),,Fecal Coliform,76,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000026554,Sample-Routine,Water,,6/29/07,12:12:00,EDT,LNBA,LNBA,21NCMONITORING-J7740000,,,,GRAB,21NCCoalitions,GRAB,,,Water Sampler (Other),,Fecal Coliform,66,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20160809-O6205000-371010439,Sample-Routine,Water,Surface Water,8/9/16,10:45:00,EST,NCAMBNT,,21NC03WQ-O6205000,,,,Grab,21NC03WQ,Grab,,Surface Water Grab,Water Sampler (Other),,Fecal Coliform,1400,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2011-001907609,Sample-Routine,Water,,7/6/11,10:43:00,EDT,NCAMBNT,NCAMBNT,21NC03WQ-O6450000,,,,Grab,21NC03WQ,Grab,,,Water Sampler (Other),,Fecal Coliform,70,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
