OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,ResultCommentText,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000083905,Sample-Routine,Water,,3/31/06,12:36:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6340000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.33527,-77.45702,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,13,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000003540,Sample-Routine,Water,,12/20/07,11:40:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6150000,"Countable membranes with more than 60 or 80 colonies.  The value reported is calculated using the count from the smallest volume filtered and reported as a greater than """">"""" value.",,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,710,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000028507,Sample-Routine,Water,,6/18/07,11:29:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,28,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000005131,Sample-Routine,Water,,7/8/10,12:23:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,9,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2012-080001032,Sample-Routine,Water,,8/30/12,9:57:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,440,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2014717391,Sample-Routine,Water,,12/11/14,10:28:00,EST,0.1,m,LNBA,,21NCMONITORING-J6055000,,,,35.3119,-77.7313,Grab,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,,131,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,Estimated Detection Level,1,cfu/100ml,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20170119-J6150000-371239338,Sample-Routine,Water,Surface Water,1/19/17,11:25:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J6150000,,,,35.25879,-77.58353,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,,48,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000424834,Sample-Routine,Water,,6/8/98,13:10:00,EDT,,,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,490,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000385567,Sample-Routine,Water,,1/16/09,12:29:00,EST,0.1,m,LNBA,,21NCCOALITIONS-J6150000,,,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,50,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000141780,Sample-Routine,Water,,12/9/04,11:30:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,42,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2005-000128691,Sample-Routine,Water,,3/31/05,11:55:00,EST,0.1,m,LNBA,,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,57,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000293902,Sample-Routine,Water,,9/12/01,,,,,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,580,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000176800,Sample-Routine,Water,,3/26/04,12:47:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6055000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,14,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000212646,Sample-Routine,Water,,6/20/03,12:49:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,65,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000164591,Sample-Routine,Water,,6/26/04,11:38:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,310,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000317227,Sample-Routine,Water,,4/19/01,,,,,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,31,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000194707,Sample-Routine,Water,,10/20/03,13:08:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,340,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000451478,Sample-Routine,Water,,8/13/96,10:40:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J6370000,,,,35.3366,-77.4176,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,1200,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000331341,Sample-Routine,Water,,12/15/00,,,,,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,52,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000331363,Sample-Routine,Water,,12/15/00,,,,,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,29,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000346926,Sample-Routine,Water,,8/14/00,,,,,LNBA,LNBA,21NCMONITORING-J6370000,,,,35.3366,-77.4176,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,230,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2006-000054940,Sample-Routine,Water,,11/10/06,11:07:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,90,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000001995,Sample-Routine,Water,,2/25/10,12:01:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,30,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000006624,Sample-Routine,Water,,9/3/10,10:14:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,31,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2012-120000689,Sample-Routine,Water,,12/13/12,10:28:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,130,cfu/100ml,Final,Actual,,,,,,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000022771,Sample-Routine,Water,,3/7/13,12:42:00,EST,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J6150000,,,,35.25879,-77.58353,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,,18,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20150722-J6150000-370556836,Sample-Routine,Water,Surface Water,7/22/15,11:40:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J6150000,,,,35.25879,-77.58353,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,,360,cfu/100ml,Final,Actual,"B4,Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.  Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-070001301,Sample-Routine,Water,,7/1/13,10:37:00,EST,0.1,m,LNBA,,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,,62,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2005-000117122,Sample-Routine,Water,,6/24/05,12:54:00,EDT,0.1,m,LNBA,,21NCMONITORING-J6340000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.33527,-77.45702,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,12,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000424844,Sample-Routine,Water,,6/8/98,11:00:00,EDT,,,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,420,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000418091,Sample-Routine,Water,,8/10/98,10:15:00,EDT,,,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,86,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000092642,Sample-Routine,Water,,8/6/09,8:35:00,EDT,0.1,m,LNBA,,21NCCOALITIONS-J6250000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.2957,-77.4962,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,110,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000361374,Sample-Routine,Water,,2/9/09,11:15:00,EST,0.1,m,LNBA,,21NCCOALITIONS-J6044500,,,,35.2489,-77.7843,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,25,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000463957,Sample-Routine,Water,,10/17/08,11:56:00,EDT,0.1,m,LNBA,,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,66,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000241132,Sample-Routine,Water,,10/10/02,13:28:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,116,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000270859,Sample-Routine,Water,,3/25/02,,,,,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,91,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2005-000120944,Sample-Routine,Water,,5/27/05,11:56:00,EDT,0.1,m,LNBA,,21NCMONITORING-J6150000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,10,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000183612,Sample-Routine,Water,,1/30/04,12:16:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6055000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,7,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000320166,Sample-Routine,Water,,3/30/01,,,,,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,94,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000411836,Sample-Routine,Water,,10/19/98,10:25:00,EDT,,,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,360,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000451449,Sample-Routine,Water,,8/13/96,8:15:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J6044500,Actual value is known to be greater than value given.,,,35.2489,-77.7843,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,38800,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000456168,Sample-Routine,Water,,4/5/96,10:30:00,EST,0,m,LNBA,LNBA,21NCMONITORING-J6044500,,,,35.2489,-77.7843,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,88,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000342255,Sample-Routine,Water,,9/15/00,,,,,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,40,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000358888,Sample-Routine,Water,,5/15/00,,,,,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,10,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000364282,Sample-Routine,Water,,4/10/00,,,,,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,76,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000010005,Sample-Routine,Water,,10/29/07,11:13:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,,82,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20160825-J6150000-370964558,Sample-Routine,Water,Surface Water,8/25/16,12:00:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J6150000,,,,35.25879,-77.58353,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,,88,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000001330,Sample-Routine,Water,,1/13/11,11:51:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6150000,,,,35.2587,-77.5835,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,30,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2011-001905565,Sample-Routine,Water,,7/13/11,12:06:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J6150000,,,,35.25879,-77.58353,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,,32,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-010000671,Sample-Routine,Water,,1/2/13,10:37:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J6055000,,,,35.3119,-77.7313,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,560,cfu/100ml,Final,Actual,,,,,,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2012-090001019,Sample-Routine,Water,,9/12/12,9:55:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J6250000,,,,35.2957,-77.4962,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,108,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000064354,Sample-Routine,Water,,6/20/13,11:19:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J6150000,,,,35.25879,-77.58353,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,,56,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20170216-J6150000-371239354,Sample-Routine,Water,Surface Water,2/16/17,11:35:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J6150000,,,,35.25879,-77.58353,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,,110,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-002000490,Sample-Routine,Water,,12/13/12,12:44:00,EST,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J6150000,,,,35.25879,-77.58353,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,,100,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001975826,Sample-Routine,Water,,6/6/12,12:00:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J6150000,,,,35.25879,-77.58353,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,,22,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001975845,Sample-Routine,Water,,7/23/12,12:20:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J6150000,,,,35.25879,-77.58353,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,,70,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000414622,Sample-Routine,Water,,9/9/98,12:50:00,EDT,,,LNBA,LNBA,21NCMONITORING-J6370000,,,,35.3366,-77.4176,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,,450,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
