OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,ResultCommentText,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,ProviderName
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001973032,Sample-Routine,Water,,8/21/12,10:15:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-B8580000,,35.02483,-78.3717,Grab,21NC03WQ,Grab,,Water Sampler (Other),,Fecal Coliform,250,cfu/100ml,Final,Actual,"B4,Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.  Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2008-000472507,Sample-Routine,Water,,9/11/08,10:25:00,EDT,0.1,m,LCFRP,,21NCMONITORING-B8610001,,34.8347,-78.3709,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,104,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2008-000484760,Sample-Routine,Water,,6/19/08,14:11:00,EDT,0.1,m,LCFRP,,21NCMONITORING-B8610001,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,34.8347,-78.3709,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,28,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2001-000286244,Sample-Routine,Water,,11/8/01,11:20:00,EST,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8604000,,34.9186,-78.3887,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,13,cfu/100ml,Final,Actual,,,,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2002-000251066,Sample-Routine,Water,,8/8/02,10:00:00,EDT,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8740000,,34.7933,-78.3113,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,36,cfu/100ml,Final,Actual,,,,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2000-000362087,Sample-Routine,Water,,5/2/00,9:55:00,EDT,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8610001,,34.8347,-78.3709,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,27,cfu/100ml,Final,Actual,,,,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000091667,Sample-Routine,Water,,1/18/06,10:20:00,EST,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8740000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,34.7933,-78.3113,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,Fecal Coliform,80,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2005-000102734,Sample-Routine,Water,,10/3/05,10:20:00,EDT,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8740000,,34.7933,-78.3113,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,100,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2011-001927932,Sample-Routine,Water,,12/12/11,10:21:00,EST,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-B8580000,,35.02483,-78.3717,Grab,21NC03WQ,Grab,,Water Sampler (Other),,Fecal Coliform,39,cfu/100ml,Final,Actual,"B1,Q1; Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.  Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000064495,Sample-Routine,Water,,6/24/13,11:25:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-B8725000,,34.852,-78.2448,Grab,21NC03WQ,Grab,,Water Sampler (Other),,Fecal Coliform,600,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2008-001504410,Sample-Routine,Water,,3/10/08,10:10:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-B8490000,REVISED REPORT 03/26/08,35.05553,-78.53095,Grab,21NC03WQ,Grab,,Water Sampler (Other),,Fecal Coliform,48,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2008-001529301,Sample-Routine,Water,,6/17/08,11:10:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-B8580000,,35.02483,-78.3717,Grab,21NC03WQ,Grab,,Water Sampler (Other),,Fecal Coliform,35,cfu/100ml,Final,Actual,"B7,Q1; Many non-coliform colonies or interfering non-coliform growth present.  In this competitive situation, the reported coliform value may under-represent actual coliform density.  Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001601017,Sample-Routine,Water,,3/16/09,11:35:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-B8725000,,34.852,-78.2448,Grab,21NC03WQ,Grab,,Water Sampler (Other),,Fecal Coliform,93,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2010-001719404,Sample-Routine,Water,,6/30/10,11:02:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-B8725000,,34.852,-78.2448,Grab,21NC03WQ,Grab,,Water Sampler (Other),,Fecal Coliform,730,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2011-001879673,Sample-Routine,Water,,3/28/11,10:30:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-B8490000,,35.05553,-78.53095,Grab,21NC03WQ,Grab,,Water Sampler (Other),,Fecal Coliform,140,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001997847,Sample-Routine,Water,,9/12/12,10:00:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-B8490000,,35.05553,-78.53095,Grab,21NC03WQ,Grab,,Water Sampler (Other),,Fecal Coliform,110,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2005-000124970,Sample-Routine,Water,,5/2/05,10:35:00,EDT,0.1,m,LCFRP,,21NCMONITORING-B8604000,,34.9186,-78.3887,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,16,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2005-000120234,Sample-Routine,Water,,6/6/05,10:20:00,EDT,0.1,m,LCFRP,,21NCMONITORING-B8740000,,34.7933,-78.3113,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,58,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2000-000343703,Sample-Routine,Water,,9/7/00,11:00:00,EDT,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8740000,,34.7933,-78.3113,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,210,cfu/100ml,Final,Actual,,,,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2000-000343852,Sample-Routine,Water,,9/7/00,11:30:00,EDT,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8610001,,34.8347,-78.3709,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,64,cfu/100ml,Final,Actual,,,,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2000-000367861,Sample-Routine,Water,,3/6/00,10:15:00,EST,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8610001,,34.8347,-78.3709,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,10,cfu/100ml,Final,Actual,,,,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2000-000348254,Sample-Routine,Water,,8/8/00,10:40:00,EDT,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8740000,,34.7933,-78.3113,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,64,cfu/100ml,Final,Actual,,,,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2010-000003463,Sample-Routine,Water,,6/1/10,10:30:00,EDT,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8740000,,34.7933,-78.3113,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,Fecal Coliform,570,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000026849,Sample-Routine,Water,,4/24/13,13:20:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-B8545000,,34.92735,-78.46568,Grab,21NC03WQ,Grab,,Water Sampler (Other),,Fecal Coliform,27,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20150623-B8750000-370485124,Sample-Routine,Water,Surface Water,6/23/15,12:40:00,EST,0.1,m,NCAMBNT,,21NC03WQ-B8750000,,34.7544,-78.2891,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),,Fecal Coliform,84,cfu/100ml,Final,Actual,"B4,Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.  Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2008-001577548,Sample-Routine,Water,,12/17/08,12:08:00,EST,0.1,m,NCAMBNT,,21NC03WQ-B8750000,,34.7544,-78.2891,Grab,21NC03WQ,Grab,,Water Sampler (Other),,Fecal Coliform,83,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2011-001877388,Sample-Routine,Water,,2/17/11,13:00:00,EST,0.1,m,NCAMBNT,,21NC03WQ-B8545000,,34.92735,-78.46568,Grab,21NC03WQ,Grab,,Water Sampler (Other),,Fecal Coliform,110,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2012-001997881,Sample-Routine,Water,,11/27/12,13:45:00,EST,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-B8545000,,34.92735,-78.46568,Grab,21NC03WQ,Grab,,Water Sampler (Other),,Fecal Coliform,73,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LCFRP2009-000397853,Sample-Routine,Water,,1/5/09,10:50:00,EST,0.1,m,LCFRP,,21NCCOALITIONS-B8604000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,34.9186,-78.3887,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,73,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2008-000478168,Sample-Routine,Water,,8/4/08,11:13:00,EDT,0.1,m,LCFRP,,21NCMONITORING-B8610001,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,34.8347,-78.3709,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,146,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2008-000495548,Sample-Routine,Water,,4/7/08,10:42:00,EDT,0.1,m,LCFRP,,21NCMONITORING-B8610001,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,34.8347,-78.3709,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,600,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2003-000195431,Sample-Routine,Water,,10/9/03,9:48:00,EDT,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8740000,,34.7933,-78.3113,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,124,cfu/100ml,Final,Actual,,,,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2001-000286214,Sample-Routine,Water,,11/8/01,10:35:00,EST,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8740000,,34.7933,-78.3113,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,35,cfu/100ml,Final,Actual,,,,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2004-000171424,Sample-Routine,Water,,5/6/04,11:15:00,EDT,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8610001,,34.8347,-78.3709,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,111,cfu/100ml,Final,Actual,,,,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1997-000445817,Sample-Routine,Water,,2/6/97,,,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8604000,,34.9186,-78.3887,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,Fecal Coliform,46,cfu/100ml,Final,Actual,,,,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000042919,Sample-Routine,Water,,3/5/07,9:59:00,EST,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8610001,,34.8347,-78.3709,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,Fecal Coliform,30,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000080268,Sample-Routine,Water,,5/8/06,10:30:00,EDT,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8604000,,34.9186,-78.3887,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,Fecal Coliform,560,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2006-000086693,Sample-Routine,Water,,3/13/06,10:10:00,EST,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8740000,,34.7933,-78.3113,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,Fecal Coliform,86,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000025909,Sample-Routine,Water,,7/9/07,10:03:00,EDT,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8740000,,34.7933,-78.3113,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,154,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2010-000001646,Sample-Routine,Water,,2/4/10,11:40:00,EST,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8610001,,34.8347,-78.3709,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,Fecal Coliform,64,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2013-010000401,Sample-Routine,Water,,1/3/13,11:20:00,EST,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8604000,,34.9186,-78.3887,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,Fecal Coliform,100,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20150311-B8580000-370484678,Sample-Routine,Water,Surface Water,3/11/15,11:00:00,EST,0.1,m,NCAMBNT,,21NC03WQ-B8580000,,35.02483,-78.3717,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),,Fecal Coliform,88,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20170320-B8725000-371130701,Sample-Routine,Water,Surface Water,3/20/17,11:50:00,EST,0.1,m,NCAMBNT,,21NC03WQ-B8725000,,34.852,-78.2448,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),,Fecal Coliform,68,cfu/100ml,Final,Actual,B4Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml. Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2008-000483128,Sample-Routine,Water,,7/2/08,10:23:00,EDT,0.1,m,LCFRP,,21NCMONITORING-B8740000,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,34.7933,-78.3113,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,82,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2004-000162853,Sample-Routine,Water,,7/12/04,10:46:00,EDT,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8740000,,34.7933,-78.3113,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,231,cfu/100ml,Final,Actual,,,,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000432200,Sample-Routine,Water,,1/5/98,,,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8604000,,34.9186,-78.3887,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,Fecal Coliform,39,cfu/100ml,Final,Actual,,,,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1997-000441068,Sample-Routine,Water,,6/12/97,,,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8610001,,34.8347,-78.3709,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,Fecal Coliform,40,cfu/100ml,Final,Actual,,,,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1999-000379757,Sample-Routine,Water,,10/7/99,12:11:00,EDT,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8610001,,34.8347,-78.3709,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,Fecal Coliform,34,cfu/100ml,Final,Actual,,,,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2000-000370238,Sample-Routine,Water,,2/7/00,10:45:00,EST,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8740000,,34.7933,-78.3113,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,18,cfu/100ml,Final,Actual,,,,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2007-000005709,Sample-Routine,Water,,12/10/07,10:35:00,EST,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8610001,Countable membranes with less than 20 colonies.  Reported value is estimated or is total of the counts on all filters reported per 100 ml.,34.8347,-78.3709,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,60,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2005-000099476,Sample-Routine,Water,,11/1/05,12:52:00,EST,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8740000,,34.7933,-78.3113,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),,Fecal Coliform,91,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2011-000001815,Sample-Routine,Water,,3/8/11,11:30:00,EST,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8604000,,34.9186,-78.3887,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,Fecal Coliform,73,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP2010-000005688,Sample-Routine,Water,,10/4/10,10:45:00,EDT,0.1,m,LCFRP,LCFRP,21NCMONITORING-B8604000,,34.9186,-78.3887,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),,Fecal Coliform,100,cfu/100ml,Final,Actual,,,,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,STORET
