OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,ActivityStartTime/Time,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,MonitoringLocationIdentifier,HydrologicEvent,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1997-000436827,Sample-Routine,Water,9/4/97,,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,9,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1997-000436718,Sample-Routine,Water,9/4/97,,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,940,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,9/10/97,13:10:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,140,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,9/10/97,9:50:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,110,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,9/10/97,11:00:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,620,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1997-000435229,Sample-Routine,Water,10/2/97,,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,104,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1997-000435273,Sample-Routine,Water,10/2/97,,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,74,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1997-000435251,Sample-Routine,Water,10/2/97,,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,88,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1997-000435261,Sample-Routine,Water,10/2/97,,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,74,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,10/20/97,10:40:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,82,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,10/20/97,12:00:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,140,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,10/20/97,12:50:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,73,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,11/6/97,10:45:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,150,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,11/6/97,11:30:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,54,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,11/6/97,12:30:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,27,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1997-000433472,Sample-Routine,Water,11/13/97,,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,600,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1997-000433532,Sample-Routine,Water,11/13/97,,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,178,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1997-000433523,Sample-Routine,Water,11/13/97,,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,258,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1997-000433501,Sample-Routine,Water,11/13/97,,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,2000,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1997-000432695,Sample-Routine,Water,12/4/97,,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,50,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1997-000432602,Sample-Routine,Water,12/4/97,,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,124,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1997-000432635,Sample-Routine,Water,12/4/97,,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,110,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1997-000432743,Sample-Routine,Water,12/4/97,,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,21,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,12/4/97,9:45:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,27,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,12/4/97,10:20:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,91,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-97-SGR-CF-AMS1997-0,Sample,Water,12/4/97,12:15:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,,,Final,9222-D,APHA,,,,10,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000431961,Sample-Routine,Water,1/6/98,,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,40,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000431871,Sample-Routine,Water,1/6/98,,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,275,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000431998,Sample-Routine,Water,1/6/98,,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,23,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000431953,Sample-Routine,Water,1/6/98,,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,52,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,1/20/98,15:30:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,210,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,1/20/98,13:00:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,38,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,1/20/98,13:00:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,27,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,2/10/98,9:30:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,,,Final,9222-D,APHA,,,,10,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,2/10/98,11:00:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,18,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,2/10/98,12:12:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,18,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000430094,Sample-Routine,Water,2/12/98,,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,39,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000430083,Sample-Routine,Water,2/12/98,,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,45,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000430102,Sample-Routine,Water,2/12/98,,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,12,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000430056,Sample-Routine,Water,2/12/98,,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,180,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,3/10/98,12:30:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,600,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,3/10/98,13:10:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,540,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,3/10/98,14:20:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,,,Final,9222-D,APHA,,,,10,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000429039,Sample-Routine,Water,3/12/98,,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,21,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000428990,Sample-Routine,Water,3/12/98,,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,53,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000428912,Sample-Routine,Water,3/12/98,,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,140,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000429001,Sample-Routine,Water,3/12/98,,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,53,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000427739,Sample-Routine,Water,4/9/98,,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,2900,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000427768,Sample-Routine,Water,4/9/98,,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,1420,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000427796,Sample-Routine,Water,4/9/98,,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,260,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000427750,Sample-Routine,Water,4/9/98,,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,2700,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,4/14/98,11:35:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,90,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,4/14/98,12:40:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,45,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,4/14/98,13:40:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,38,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,5/6/98,12:30:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,54,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,5/6/98,13:05:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,160,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,5/6/98,14:10:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,27,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000426720,Sample-Routine,Water,5/7/98,,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,60,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000426771,Sample-Routine,Water,5/7/98,,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,26,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000426762,Sample-Routine,Water,5/7/98,,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,39,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000426753,Sample-Routine,Water,5/7/98,,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,42,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,6/2/98,13:05:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,160,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,6/2/98,10:30:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,18,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,6/2/98,11:35:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,100,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000424302,Sample-Routine,Water,6/11/98,,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,40,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000424292,Sample-Routine,Water,6/11/98,,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,55,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000424282,Sample-Routine,Water,6/11/98,,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,65,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000424225,Sample-Routine,Water,6/11/98,,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,600,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,7/7/98,12:10:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,54,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,7/7/98,10:35:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,18,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,7/7/98,11:45:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,23,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000422400,Sample-Routine,Water,7/9/98,,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,137,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000422370,Sample-Routine,Water,7/9/98,,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,176,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000422302,Sample-Routine,Water,7/9/98,,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,244,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000422247,Sample-Routine,Water,7/9/98,,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,600,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,8/4/98,8:20:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,54,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,8/4/98,9:00:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,18,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,8/4/98,11:40:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,52,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000418038,Sample-Routine,Water,8/10/98,,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,600,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000418051,Sample-Routine,Water,8/10/98,,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,600,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000418101,Sample-Routine,Water,8/10/98,,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,40,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000418071,Sample-Routine,Water,8/10/98,,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,350,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,8/31/98,10:51:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,27,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,8/31/98,10:18:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,36,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000415356,Sample-Routine,Water,9/3/98,,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,600,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000415324,Sample-Routine,Water,9/3/98,,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,600,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000415342,Sample-Routine,Water,9/3/98,,0.1,m,LCFRP,21NCMONITORING-B9191500,,Fecal Coliform,,600,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000415304,Sample-Routine,Water,9/3/98,,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,600,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000415314,Sample-Routine,Water,9/3/98,,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,600,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,9/8/98,12:25:00,0.1,m,NCAMBNT,21NC02WQ-B9470000,,Fecal Coliform,Total,36,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,9/8/98,13:15:00,0.1,m,NCAMBNT,21NC02WQ-B9196000,,Fecal Coliform,Total,33,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NC02WQ,NCDENR-DWQ (2nd),21NC02WQ-98-SGR-CF-AMS1998-0,Sample,Water,9/8/98,14:30:00,0.1,m,NCAMBNT,21NC02WQ-B9090000,,Fecal Coliform,Total,54,#/100ml,Final,9222-D,APHA,,,,1,#/100ml,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000412845,Sample-Routine,Water,10/8/98,,0.1,m,LCFRP,21NCMONITORING-B9090000,,Fecal Coliform,,600,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000412835,Sample-Routine,Water,10/8/98,,0.1,m,LCFRP,21NCMONITORING-B9430000,,Fecal Coliform,,600,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000412877,Sample-Routine,Water,10/8/98,,0.1,m,LCFRP,21NCMONITORING-B9130000,,Fecal Coliform,,339,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LCFRP1998-000412864,Sample-Routine,Water,10/8/98,,0.1,m,LCFRP,21NCMONITORING-B9460000,,Fecal Coliform,,394,cfu/100ml,Final,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,STORET
