OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,ResultCommentText,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000265230,Sample-Routine,Water,,5/8/02,,,,,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,130,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000309689,Sample-Routine,Water,,6/11/01,,,,,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,110,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000031272,Sample-Routine,Water,,5/31/07,11:45:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,66,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000368912,Sample-Routine,Water,,2/10/00,,,,,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,31,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2010-000002563,Sample-Routine,Water,,3/4/10,11:38:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,173,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20150922-J7450000-370557220,Sample-Routine,Water,Surface Water,9/22/15,10:15:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,180,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20151209-J7450000-370557244,Sample-Routine,Water,Surface Water,12/9/15,10:30:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,130,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20170119-J7450000-371240637,Sample-Routine,Water,Surface Water,1/19/17,10:15:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,120,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20170511-J7450000-371240697,Sample-Routine,Water,Surface Water,5/11/17,10:40:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,42,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20180716-J7450000-371240889,Sample-Routine,Water,Surface Water,7/16/18,11:20:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,39,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20180125-J7739550-371241151,Sample-Routine,Water,Surface Water,1/25/18,11:00:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,75,cfu/100ml,Final,Actual,"B4,Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.  Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-080001769,Sample-Routine,Water,,8/13/13,11:15:00,EST,0.1,m,LNBA,,21NCMONITORING-J7330000,,,,GRAB,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,40,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2010-001742180,Sample-Routine,Water,,9/28/10,10:57:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,270,cfu/100ml,Final,Actual,"B4,Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.  Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000216868,Sample-Routine,Water,,5/29/09,11:31:00,EDT,0.1,m,LNBA,,21NCCOALITIONS-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,84,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000364393,Sample-Routine,Water,,2/6/09,11:44:00,EST,0.1,m,LNBA,,21NCCOALITIONS-J7325000,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,48,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2009-000113768,Sample-Routine,Water,,12/10/09,11:49:00,EST,0.1,m,LNBA,,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,380,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000282537,Sample-Routine,Water,,12/6/01,,,,,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,34,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2004-000153771,Sample-Routine,Water,,9/9/04,11:55:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,"Countable membranes with more than 60 or 80 colonies.  The value reported is calculated using the count from the smallest volume filtered and reported as a greater than """">"""" value.",,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,9000,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000381657,Sample-Routine,Water,,9/13/99,,,,,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,120,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2011-001905693,Sample-Routine,Water,,7/13/11,10:33:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,100,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2008-001579814,Sample-Routine,Water,,12/8/08,12:20:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,41,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2010-001683393,Sample-Routine,Water,,1/4/10,13:40:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,32,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2009-000055800,Sample-Routine,Water,,8/27/09,11:52:00,EDT,0.1,m,LNBA,,21NCMONITORING-J7325000,Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,143,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2008-000489925,Sample-Routine,Water,,5/15/08,11:25:00,EDT,0.1,m,LNBA,,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,33,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000299397,Sample-Routine,Water,,8/8/01,,,,,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,70,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1996-000455987,Sample-Routine,Water,,4/9/96,12:30:00,EDT,0,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,88,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2000-000356386,Sample-Routine,Water,,6/12/00,,,,,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,26,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000004100,Sample-Routine,Water,,6/9/11,11:26:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,665: reagent contamination,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,84,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2011-001930558,Sample-Routine,Water,,12/7/11,10:38:00,EST,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,100,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20151117-J7450000-370557232,Sample-Routine,Water,Surface Water,11/17/15,10:10:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,70,cfu/100ml,Final,Actual,"B4,Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.  Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2014-000161330,Sample-Routine,Water,Surface Water,3/19/14,10:13:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,78,cfu/100ml,Final,Actual,"B4, Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml. Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2008-001520649,Sample-Routine,Water,,8/11/08,11:40:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,45,cfu/100ml,Final,Actual,"J5,Q1; Estimated value; value may not be accurate.  Temperature limits exceeded (samples frozen or >6 C) during transport, non-reportable for NPDES compliance monitoring.  Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-080001733,Sample-Routine,Water,,8/13/13,11:00:00,EST,0.1,m,LNBA,,21NCMONITORING-J7325000,,,,GRAB,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,45,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2008-001564682,Sample-Routine,Water,,10/21/08,12:20:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,80,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2010-001735570,Sample-Routine,Water,,8/23/10,9:52:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,35,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCCOALITIONS,NC DWQ Monitoring Coalition Program,21NCCOALITIONS-LNBA2009-000117753,Sample-Routine,Water,,12/10/09,12:05:00,EST,0.1,m,LNBA,,21NCCOALITIONS-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,300,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000275044,Sample-Routine,Water,,2/15/02,,,,,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,20,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2013-000022787,Sample-Routine,Water,,3/7/13,10:47:00,EST,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,84,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS20170216-J7450000-371240653,Sample-Routine,Water,Surface Water,2/16/17,10:40:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,650,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001660663,Sample-Routine,Water,,10/21/09,14:25:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,33,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2009-001636182,Sample-Routine,Water,,7/20/09,13:50:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,140,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2010-001760242,Sample-Routine,Water,,12/14/10,10:45:00,EST,0.1,m,NCAMBNT,,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,340,cfu/100ml,Final,Actual,"B4,Q1; Filters have counts of both >60 or 80 and <20.  Reported value is a total of the counts from all countable filters reported per 100 ml.  Holding time exceeded;  Holding time exceeded prior to receipt by lab.",,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2010-001742193,Sample-Routine,Water,,9/28/10,10:31:00,EDT,0.1,m,NCAMBNT,,21NC03WQ-J7739550,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,800,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2003-000220416,Sample-Routine,Water,,5/4/03,13:47:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,28,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2002-000260763,Sample-Routine,Water,,6/7/02,,,,,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,48,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1998-000431176,Sample-Routine,Water,,1/12/98,11:55:00,EST,,,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,380,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000389569,Sample-Routine,Water,,7/12/99,,,,,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,210,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA1999-000378771,Sample-Routine,Water,,10/15/99,,,,,LNBA,LNBA,21NCMONITORING-J7330000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,28,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2007-000037421,Sample-Routine,Water,,4/13/07,11:57:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,600,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2001-000326996,Sample-Routine,Water,,1/26/01,,,,,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCCoalitions,GRAB,,Water Sampler (Other),Fecal Coliform,94,cfu/100ml,Final,Actual,,,UNKNOWN,21NCMONITORING,UNKNOWN,,,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000008358,Sample-Routine,Water,,12/29/11,11:57:00,EST,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,240,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2011-000005439,Sample-Routine,Water,,8/2/11,11:31:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,665: reagent contamination,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,330,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NC03WQ,North Carolina Department of Environmental Resources NCDENR-DWQ WQX,21NC03WQ-AMS2011-001905613,Sample-Routine,Water,,5/12/11,10:42:00,EDT,0.1,m,NCAMBNT,NCAMBNT,21NC03WQ-J7450000,,,,Grab,21NC03WQ,Grab,,Water Sampler (Other),Fecal Coliform,60,cfu/100ml,Final,Actual,Q1; Holding time exceeded;  Holding time exceeded prior to receipt by lab.,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2013-040000869,Sample-Routine,Water,,4/10/13,11:02:00,EDT,0.1,m,LNBA,LNBA,21NCMONITORING-J7325000,,,,GRAB,21NCMonitoring,GRAB,,Water Sampler (Other),Fecal Coliform,33,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,,,,STORET
21NCMONITORING,NCDENR-DWR,21NCMONITORING-LNBA2014709773,Sample-Routine,Water,,5/8/14,11:07:00,EST,0.1,m,LNBA,,21NCMONITORING-J7330000,,,,Grab,21NCMONITORING,Grab,Surface Water Grab,Water Sampler (Other),Fecal Coliform,22,cfu/100ml,Final,Actual,,,9222D,APHA,9222 D ~ Membrane filtration test for fecal coliforms,1,https://www.nemi.gov/methods/method_summary/5587/,,Estimated Detection Level,1,cfu/100ml,STORET
